action,actor,actor_id,actor_is_bot,operation_type,repo,repo_id,org,org_id,user_agent,event_hour,event_dayofweek,event_month,event_year,is_weekend,actor_event_count,actor_bot_ratio,actor_event_velocity,is_integration_event,is_outlier
project_collaborator.remove,urthnbs-dwnbm-81,aQQHWyWr1cCh67Qt,0.0,5,Unknown,nan,org-vector-platform-588,377057329,2,5,2,1,2026,0,13,0.0,1.0,1,1
profile_picture.update,lnyny-xawq-57,pTkYILVA9kDZQ4ya,0.0,4,Unknown,nan,Unknown,nan,2,20,1,3,2026,0,37,0.0,1.0,1,0
code_scanning.alert_closed_by_user,cywbeicx-upeihas-89,jxFnrEbVE9tcrWWS,0.0,0,org-delta-ops-482/portal-vector-924,2006694380.0,org-cipher-core-192,2142866543,3,9,1,2,2026,0,17,0.0,1.0,1,1
copilot.cfb_seat_assignment_unassigned,fjcgddnk-xbkniju-20,4fcYdLJFTB3dnKHt,0.0,4,Unknown,nan,org-granite-ops-203,487127080,2,15,2,2,2026,0,31,0.0,1.0,1,0
integration_installation.suspend,oegagpj-ehtdbt-86,WUzZwzVOQKfC9i7T,0.0,4,Unknown,nan,org-cipher-stack-774,1496778065,2,8,2,3,2026,0,16,0.0,1.0,1,1
code_scanning.alert_assigned,rxzttd-uvhgmm-73,MYvDhUjuQFfj8253,0.0,0,org-atlas-dynamics-364/worker-lumen-326,1756570892.0,org-quartz-cloud-831,1257281376,3,12,4,1,2026,0,17,0.0,1.0,1,1
repository_invitation.reject,ypmipga-tzcer-38,aT7xWnJYgaNa6p8A,0.0,4,org-harbor-forge-491/service-harbor-933,115076734.0,org-aurora-dynamics-709,341722228,2,21,0,2,2026,0,13,0.0,1.0,1,0
user.unsuspend,htssikb-ehpdysm-39,wY0gxREfAkafzKmn,0.0,6,Unknown,nan,Unknown,nan,2,19,0,1,2026,0,15,0.0,1.0,1,1
user.delete,jafscfl-uwkhwz-30,NRO1UYSypCOr0CUe,0.0,5,Unknown,nan,Unknown,nan,2,13,2,1,2026,0,17,0.0,1.0,1,0
oauth_access.destroy,afzeuv-igvc-78,jHdU9HncyfNa2utv,0.0,5,Unknown,nan,Unknown,nan,2,13,5,1,2026,1,21,0.0,1.0,1,0
repository_vulnerability_alert.create,Unknown,nan,0.0,3,org-atlas-signal-552/service-vector-327,1834722090.0,org-ember-forge-972,2097457311,3,16,2,3,2026,0,334,0.0,1.0,1,1
project_collaborator.update,btbarc-brlcb-37,2qYJoGwMi5r1LBNJ,0.0,4,Unknown,nan,org-harbor-logic-315,1097431207,2,10,1,2,2026,0,37,0.0,1.0,1,0
org.display_commenter_full_name_enabled,hwfntdkc-xfde-12,yjoPctTp4Xv1Kccx,0.0,4,Unknown,nan,org-northstar-forge-635,1778583585,2,0,2,3,2026,0,31,0.0,1.0,1,1
repo.set_actions_fork_pr_approvals_policy,kyxyt-ewvxrxc-53,M2YVGciLBAcbWJ4S,0.0,4,org-ember-logic-228/cli-summit-115,748595622.0,org-lumen-ops-858,1741837897,1,18,3,1,2026,0,25,0.0,1.0,1,0
project_collaborator.update,btbarc-brlcb-37,2qYJoGwMi5r1LBNJ,0.0,4,Unknown,nan,org-harbor-logic-315,1097431207,2,10,1,2,2026,0,37,0.0,1.0,1,0
repo.extract,wrpomtsa-wsjk-48,FkifuF7UDxCOTOWC,0.0,4,org-harbor-ops-502/pipeline-lumen-697,623212424.0,Unknown,nan,1,15,3,1,2026,0,25,0.0,1.0,1,0
business.secret_scanning_repo_admin_settings_policy_update,vxtunbhr-bghsgty-94,JnQVRDMZ6aNpsmdL,0.0,4,Unknown,nan,Unknown,nan,2,21,4,3,2026,0,22,0.0,1.0,1,0
repo.code_scanning_autofix_disabled,dkkscs-dsuloy-35,jtlARPaH8zm3cyvI,0.0,4,org-granite-stack-144/sdk-summit-203,853626754.0,org-quartz-labs-929,1067068872,1,20,0,2,2026,0,17,0.0,1.0,1,0
repo.change_merge_setting,kztvq-ombfew-42,J0JHD3YhTkhroHAH,0.0,4,org-quartz-platform-513/orchestrator-granite-826,468138904.0,org-cipher-core-498,1918186675,1,16,2,3,2026,0,23,0.0,1.0,1,0
repo.code_scanning_autofix_disabled,dkkscs-dsuloy-35,jtlARPaH8zm3cyvI,0.0,4,org-granite-stack-144/sdk-summit-203,853626754.0,org-quartz-labs-929,1067068872,1,20,0,2,2026,0,17,0.0,1.0,1,0
pull_request_review_comment.delete,rwmws-varxlqd-64,FdM9D4UIvHyamOiZ,0.0,5,org-vector-labs-536/api-quartz-929,1559811628.0,org-vector-logic-790,1512479719,2,16,2,2,2026,0,35,0.0,1.0,1,0
repository_secret_scanning_push_protection.enable,lixpf-glhwme-66,WWAYFnMUXilw6Fue,0.0,4,org-granite-logic-985/worker-quartz-765,2056030688.0,org-delta-forge-912,1243306225,3,15,6,2,2026,1,17,0.0,1.0,1,0
staff.search_audit_log,slipl-kqgxmx-24,1vVXYOhUbpktJXrj,0.0,1,Unknown,nan,Unknown,nan,2,4,2,1,2026,0,15,0.0,1.0,1,1
release.update,cubgrdsw-njna-79,FmZPCrrE1I9MDEGJ,0.0,4,org-lumen-systems-895/service-harbor-217,703780268.0,Unknown,nan,2,12,6,1,2026,1,25,0.0,1.0,1,0
repo.staff_unlock,zevaqva-tupeujk-86,mgq5GTchDuut7UcH,0.0,3,org-cipher-logic-161/infra-delta-956,1533062116.0,org-delta-ops-957,3391015,1,11,4,3,2026,0,18,0.0,1.0,1,0
gpg_key.destroy,enhbed-hiyvjaw-23,9DtzWHJTZNpH5H2a,0.0,5,Unknown,nan,Unknown,nan,2,5,2,1,2026,0,19,0.0,1.0,1,1
project_column.create,bctwxdc-momxijq-84,WjhwDaSmUKIrZj4V,0.0,3,Unknown,nan,Unknown,nan,2,21,1,1,2026,0,12,0.0,1.0,1,0
protected_branch.authorized_users_teams,vhscjt-icxn-72,2S8N65wvdqjo5daP,0.0,4,org-ember-signal-788/infra-atlas-644,808279658.0,org-atlas-systems-229,951253454,2,16,2,3,2026,0,11,0.0,1.0,1,0
repository_security_updates.enable,ncbblj-jhun-68,erlin5EGS4HlLVDR,0.0,4,org-delta-systems-762/analytics-delta-890,818757014.0,org-harbor-cloud-548,1253169374,3,15,6,2,2026,1,20,0.0,1.0,1,0
user_session.revoke,uvdqsy-gdnkjqq-67,JRmSogt1RA23yvXp,0.0,5,Unknown,nan,Unknown,nan,2,21,1,3,2026,0,28,0.0,1.0,1,0
organization_default_label.create,nogaj-bvwj-89,3cC4tVUsj566el1v,0.0,3,Unknown,nan,org-ember-forge-228,74864270,2,13,2,2,2026,0,17,0.0,1.0,1,0
repo.change_merge_setting,kztvq-ombfew-42,J0JHD3YhTkhroHAH,0.0,4,org-quartz-platform-513/orchestrator-granite-826,468138904.0,org-cipher-core-498,1918186675,1,16,2,3,2026,0,23,0.0,1.0,1,0
pull_request.indirect_merge,mghkvay-hdzr-53,fkzqHpaUBGdfNwio,0.0,4,org-quartz-stack-487/gateway-vector-507,1957621886.0,org-atlas-dynamics-591,1808364168,3,16,2,2,2026,0,23,0.0,1.0,1,0
pull_request.rebase,dohake-itnf-16,b5lSILkrnFfBwFjd,0.0,4,org-summit-systems-782/engine-atlas-288,1101474520.0,org-harbor-works-287,335844288,2,16,2,3,2026,0,18,0.0,1.0,1,0
business.secret_scanning_repo_admin_settings_policy_update,vxtunbhr-bghsgty-94,JnQVRDMZ6aNpsmdL,0.0,4,Unknown,nan,Unknown,nan,2,21,4,3,2026,0,22,0.0,1.0,1,0
repo.pages_destroy,Unknown,nan,0.0,5,org-atlas-cloud-437/engine-harbor-135,1409471621.0,org-granite-core-810,2138205060,3,10,0,3,2026,0,334,0.0,1.0,1,1
billing.change_email,mdxwe-lxbkp-68,NirGmxjbp0oYhr7o,0.0,4,Unknown,nan,org-atlas-systems-678,1332954673,2,13,3,1,2026,0,28,0.0,1.0,1,0
business.advanced_security_repo_admin_enablement_policy_update,qvimvpx-cyubnwe-85,YWHg5ohdOWkLBJbj,0.0,4,Unknown,nan,Unknown,nan,2,21,4,3,2026,0,18,0.0,1.0,1,0
environment.create_actions_variable,zilip-lqjwjx-76,mr1CDLZ2Gb7zcgDh,0.0,3,org-quartz-platform-359/cli-harbor-274,869156522.0,org-lumen-dynamics-243,1846698063,2,16,2,2,2026,0,25,0.0,1.0,1,0
deploy_key_policy.enabled,mbiqdrcu-bvurv-57,CfZIr2ykhiJN6y48,0.0,4,Unknown,nan,org-vector-logic-612,319472883,2,0,2,3,2026,0,21,0.0,1.0,1,1
user_list.create,jalirur-dhovn-74,sjJUT3izaRmCM8SP,0.0,3,Unknown,nan,Unknown,nan,2,12,2,1,2026,0,3,0.0,1.0,1,0
user.minimize_comment,tpouxo-pkvcf-63,gzR4GnVq2oM9D6Qd,0.0,4,Unknown,nan,Unknown,nan,2,16,2,3,2026,0,28,0.0,1.0,1,0
org.security_center_export_coverage,ttmajzzz-yjqpivc-62,FeO7QgwnX56qylzR,0.0,3,Unknown,nan,org-quartz-cloud-446,1671455752,2,20,3,2,2026,0,32,0.0,1.0,1,0
codespaces.create,ixjkw-zpsuwwy-75,V9aznXeDNKrs1z0D,0.0,3,org-quartz-dynamics-596/service-summit-866,17964867.0,org-summit-labs-258,100153504,2,8,5,2,2026,1,39,0.0,1.0,1,0
public_key.create,zrcwwa-hvbmn-10,hcGvjZZZgPGJ0bFC,0.0,3,Unknown,nan,Unknown,nan,2,16,2,3,2026,0,17,0.0,1.0,1,0
repo.extract,wrpomtsa-wsjk-48,FkifuF7UDxCOTOWC,0.0,4,org-harbor-ops-502/pipeline-lumen-697,623212424.0,Unknown,nan,1,15,3,1,2026,0,25,0.0,1.0,1,0
repo.create_actions_variable,wwlcj-kvdi-48,xfFl2uNNNYxDVhRe,0.0,3,org-aurora-works-736/portal-atlas-386,1389607133.0,org-granite-signal-604,42724278,1,16,2,2,2026,0,22,0.0,1.0,1,0
repo.immutable_releases_settings_enabled,mcggjwoy-vrxif-25,73rpo7DAKUlnwxO8,0.0,4,org-northstar-cloud-919/api-quartz-161,1634361376.0,org-atlas-systems-405,628027948,1,16,0,1,2026,0,21,0.0,1.0,1,0
repo.pages_public,pmbdzvo-dglfl-20,wxsoDxffw4D48EN5,0.0,4,org-quartz-cloud-126/engine-granite-730,1919947224.0,Unknown,nan,1,15,1,3,2026,0,21,0.0,1.0,1,0
security_configuration.delete,enlyqye-gbve-75,yDlDO3tGSluvLahw,0.0,5,Unknown,nan,org-atlas-labs-201,1514041555,2,12,3,1,2026,0,26,0.0,1.0,1,0
project_card.create,jcexprmp-cinev-37,EJt8tgIkHi9XCYZL,0.0,3,Unknown,nan,Unknown,nan,2,20,3,1,2026,0,18,0.0,1.0,1,0
config_entry.create,icsho-usctys-61,ArKqo0V8umbEHzq2,0.0,3,org-aurora-ops-442/service-vector-909,1625583049.0,Unknown,nan,2,16,2,3,2026,0,15,0.0,1.0,1,0
project_view.create,aavqp-uvghi-36,Nh46dRnlTkY8hZRc,0.0,3,Unknown,nan,org-harbor-signal-957,1269679998,2,16,2,2,2026,0,17,0.0,1.0,1,0
org.sso_response,yjmcjbzi-ajgdij-59,zDDzL5Kj0oyDcKAT,0.0,2,Unknown,nan,org-aurora-logic-689,1235171772,2,16,2,3,2026,0,28,0.0,1.0,1,0
oauth_application.create,agqhdhey-bekwr-11,iqiawuGC6qKEPfjU,0.0,3,Unknown,nan,org-harbor-core-417,1922238,2,16,4,1,2026,0,22,0.0,1.0,1,0
copilot.cfb_seat_cancelled,gyguz-gzwaw-13,g1iGQbgUPPFNvcKS,0.0,4,Unknown,nan,org-lumen-forge-544,1007872683,3,0,6,3,2026,1,21,0.0,1.0,1,1
code_scanning.alert_reopened_by_user,nmtsct-jyshrtr-55,r72unfvr6uWFaZjn,0.0,0,org-atlas-cloud-300/service-harbor-902,1654355512.0,org-vector-logic-777,1202797413,3,11,0,2,2026,0,18,0.0,1.0,1,1
org_credential_authorization.grant,glcznagr-xdis-31,qRjZHqLIcgwKD6KM,0.0,3,Unknown,nan,org-cipher-signal-314,1279806702,2,16,2,3,2026,0,30,0.0,1.0,1,0
repository_code_security.enable,olaodd-sxhiub-46,VQNMRzKBAPBdHYOj,0.0,4,org-cipher-dynamics-948/cli-ember-121,694302044.0,org-aurora-platform-170,1828261551,3,14,6,2,2026,1,26,0.0,1.0,1,0
issue.update,xvbiiqrd-hbwwey-53,YXDnc8eUuKA4XS4J,0.0,4,org-quartz-systems-629/cli-quartz-991,1620830210.0,org-aurora-systems-685,103249865,2,16,2,3,2026,0,14,0.0,1.0,1,0
org.codespaces_user_access_allowed,vtdtxqo-rqcyt-59,4OgzltL22x7dQxM3,0.0,3,Unknown,nan,org-quartz-stack-192,1853122579,2,8,3,2,2026,0,21,0.0,1.0,1,0
org.integration_manager_added,fopay-trywtub-39,WaX13WWWjsG5P7G9,0.0,3,Unknown,nan,org-quartz-cloud-292,374583358,2,8,4,1,2026,0,14,0.0,1.0,1,0
public_key.verify,zwginnp-cjqjk-56,Ox4yqPGNfMgvNLWl,0.0,4,Unknown,nan,Unknown,nan,2,16,2,3,2026,0,26,0.0,1.0,1,0
user.async_delete,qlsgqdt-mzcg-90,rgP5DEf4y3vzPX3f,0.0,5,Unknown,nan,Unknown,nan,2,13,2,1,2026,0,12,0.0,1.0,1,0
ip_allow_list.enable_for_installed_apps,asajjdju-pryntn-11,FjsNWgcKQ010neAz,0.0,4,Unknown,nan,org-summit-platform-686,654200834,2,10,2,1,2026,0,18,0.0,1.0,1,0
business_dependabot_alerts_new_repos.enable,rtdddx-xsxe-73,wwJEEyZSvJrIcLp6,0.0,4,Unknown,nan,Unknown,nan,2,12,4,1,2026,0,25,0.0,1.0,1,0
protected_branch.update_name,kphstrk-rirnu-25,ueZJbCLJLSV1lTRz,0.0,4,org-atlas-stack-936/worker-aurora-725,684068916.0,org-quartz-stack-794,828806034,2,16,0,3,2026,0,20,0.0,1.0,1,0
repository_secret_scanning_push_protection.enable,lixpf-glhwme-66,WWAYFnMUXilw6Fue,0.0,4,org-granite-logic-985/worker-quartz-765,2056030688.0,org-delta-forge-912,1243306225,3,15,6,2,2026,1,17,0.0,1.0,1,0
organization_role.create,hivlro-xsdbq-14,tjbGLlDL7geZ3A1b,0.0,3,Unknown,nan,org-granite-logic-863,606043085,2,7,0,2,2026,0,15,0.0,1.0,1,0
avatar.destroy,owjvetb-vkrugmn-49,kmXV8Q822cLe0RA8,0.0,5,Unknown,nan,Unknown,nan,2,20,1,3,2026,0,11,0.0,1.0,1,0
oauth_authorization.update,dvlpwumw-kdfzns-29,Qa7N4xMVVg8olcbt,0.0,4,Unknown,nan,"['A360', 'fusion', 'DLS-Magestic', 'Fusion360CAM', 'delcam', 'PowerMill', 'forge-run-observ']","[7, 2781, 3425, 4848, 6128, 6242, 11856]",2,11,2,1,2026,0,11,0.0,1.0,1,0
org.create_actions_secret,jnchrppr-rsuded-23,VD6mhC3Z8LSGnENR,0.0,3,Unknown,nan,org-vector-stack-524,389635576,2,15,0,2,2026,0,8,0.0,1.0,1,0
pull_request_review_comment.create,lyqgixq-resiek-77,3jlxDuqYBbritSqQ,0.0,3,org-vector-dynamics-859/engine-aurora-273,nan,org-harbor-cloud-144,897955889,2,16,2,3,2026,0,10,0.0,1.0,1,0
repo.code_scanning_autofix_disabled,dkkscs-dsuloy-35,jtlARPaH8zm3cyvI,0.0,4,org-granite-stack-144/sdk-summit-203,853626754.0,org-quartz-labs-929,1067068872,1,20,0,2,2026,0,17,0.0,1.0,1,0
user.suspend,fimerdxm-voyu-19,DFbFiNx07yLhvVAw,0.0,4,Unknown,nan,Unknown,nan,2,0,4,1,2026,0,25,0.0,1.0,1,1
private_repository_forking.enable,xtszmm-zcddfmp-23,fgXBFgTuokHRjNS8,0.0,4,org-lumen-forge-204/analytics-ember-245,1334900651.0,org-atlas-cloud-588,2074898487,2,19,2,1,2026,0,32,0.0,1.0,1,0
org.cancel_invitation,dkdpklbz-zbcob-49,lUPqvoM43b1qLDlW,0.0,4,Unknown,nan,org-atlas-systems-676,1256372858,2,15,0,3,2026,0,13,0.0,1.0,1,0
user.logout,puasqzn-nddr-54,Lm4LpDgx7faTigec,0.0,2,Unknown,nan,Unknown,nan,2,14,6,1,2026,1,15,0.0,1.0,1,0
organization_role.create,hivlro-xsdbq-14,tjbGLlDL7geZ3A1b,0.0,3,Unknown,nan,org-granite-logic-863,606043085,2,7,0,2,2026,0,15,0.0,1.0,1,0
org.update_integration_secret,cjhzs-fzbujds-54,GRKZeRbauozcR0HI,0.0,4,Unknown,nan,org-harbor-logic-936,1623256838,2,14,5,3,2026,1,24,0.0,1.0,1,0
repo.update_integration_secret,jflmcuhl-sjrk-97,sdgyCt7O53X8yiru,0.0,4,org-cipher-platform-802/portal-granite-376,1505827373.0,org-delta-logic-265,273049223,1,16,2,2,2026,0,14,0.0,1.0,1,0
billing.change_email,mdxwe-lxbkp-68,NirGmxjbp0oYhr7o,0.0,4,Unknown,nan,org-atlas-systems-678,1332954673,2,13,3,1,2026,0,28,0.0,1.0,1,0
copilot.cfb_seat_cancelled,gyguz-gzwaw-13,g1iGQbgUPPFNvcKS,0.0,4,Unknown,nan,org-lumen-forge-544,1007872683,3,0,6,3,2026,1,21,0.0,1.0,1,1
staff.repo_unlock,jqikdxh-xdzkmde-65,n50gkQ5x6uQSguyw,0.0,4,org-harbor-signal-528/orchestrator-lumen-664,1116272782.0,Unknown,nan,2,21,1,3,2026,0,26,0.0,1.0,1,0
codespaces.destroy,zotmuwtv-bilah-20,jUwkqsVNGJc8qXja,0.0,5,org-harbor-cloud-985/gateway-aurora-925,1661793352.0,org-summit-forge-286,1163081813,2,12,1,2,2026,0,31,0.0,1.0,1,0
org.remove_actions_secret,yxjhuent-cgiog-18,aHHnwAnRnhub4G9z,0.0,5,Unknown,nan,org-northstar-forge-509,288352144,2,20,5,3,2026,1,33,0.0,1.0,1,0
codespaces.create,ixjkw-zpsuwwy-75,V9aznXeDNKrs1z0D,0.0,3,org-quartz-dynamics-596/service-summit-866,17964867.0,org-summit-labs-258,100153504,2,8,5,2,2026,1,39,0.0,1.0,1,0
environment.update_actions_variable,olilbeuf-onavfi-46,LWvtBVZH6MZyaK8D,0.0,4,org-atlas-works-114/sdk-summit-475,1607422762.0,org-aurora-labs-465,542994827,2,16,2,3,2026,0,13,0.0,1.0,1,0
public_key.update,hmndelxa-pxcy-61,C8LNeuuMgOJZWoyO,0.0,4,org-summit-platform-523/pipeline-ember-311,1164520374.0,org-aurora-dynamics-399,1059379470,2,17,3,1,2026,0,18,0.0,1.0,1,0
workflows.pin_workflow,uahpkq-nmstq-68,pzD1irED75g4tvn9,0.0,4,org-summit-ops-581/engine-harbor-554,57107967.0,org-vector-ops-482,627775,0,11,5,1,2026,1,19,0.0,1.0,1,0
code_scanning.alert_assigned,rxzttd-uvhgmm-73,MYvDhUjuQFfj8253,0.0,0,org-atlas-dynamics-364/worker-lumen-326,1756570892.0,org-quartz-cloud-831,1257281376,3,12,4,1,2026,0,17,0.0,1.0,1,1
repo.pages_https_redirect_enabled,jxfmm-oaomqbc-25,JuI7wCL9TyOfS53v,0.0,4,org-ember-dynamics-203/infra-quartz-181,947552973.0,org-atlas-works-318,1326281552,1,16,4,1,2026,0,11,0.0,1.0,1,0
organization_domain.verify,yxtnxnpl-dtrawsb-58,GawJwJswQtPa3JKU,0.0,4,Unknown,nan,org-northstar-logic-244,936316525,2,17,4,2,2026,0,15,0.0,1.0,1,0
ip_allow_list.enable_for_installed_apps,asajjdju-pryntn-11,FjsNWgcKQ010neAz,0.0,4,Unknown,nan,org-summit-platform-686,654200834,2,10,2,1,2026,0,18,0.0,1.0,1,0
org.oauth_app_access_denied,tjmnl-cdwxwah-13,PKLEoqnqx9GfcW0l,0.0,4,Unknown,nan,org-northstar-works-590,354368658,2,12,3,3,2026,0,12,0.0,1.0,1,0
user.destroy,vsttc-lyoikha-27,iKAJd0z7IBwgRMFb,0.0,5,Unknown,nan,Unknown,nan,2,13,2,1,2026,0,20,0.0,1.0,1,0
user.destroy,vsttc-lyoikha-27,iKAJd0z7IBwgRMFb,0.0,5,Unknown,nan,Unknown,nan,2,13,2,1,2026,0,20,0.0,1.0,1,0
org.recovery_codes_viewed,fdezy-dvxrrbn-55,GtFHqXFZ4B2eAi9S,0.0,1,Unknown,nan,org-harbor-logic-609,691227362,2,15,1,3,2026,0,20,0.0,1.0,1,1
repository_invitation.reject,ypmipga-tzcer-38,aT7xWnJYgaNa6p8A,0.0,4,org-harbor-forge-491/service-harbor-933,115076734.0,org-aurora-dynamics-709,341722228,2,21,0,2,2026,0,13,0.0,1.0,1,0
user.remove_email,kbsuwp-tczdbgn-23,k9ynQiphxqVYtDLw,0.0,5,Unknown,nan,Unknown,nan,2,4,3,1,2026,0,17,0.0,1.0,1,1
sub_issues.sub_issue_add,xfokfa-ohjs-10,zo6wgpG3jF6j7zHY,0.0,3,org-harbor-ops-917/worker-ember-239,621878652.0,org-ember-ops-591,1156845482,2,16,0,3,2026,0,19,0.0,1.0,1,0
organization_domain.destroy,ekgkpo-fgptox-28,CsP8CE7CS8nPewfs,0.0,5,Unknown,nan,org-cipher-labs-148,1420164980,2,9,4,2,2026,0,15,0.0,1.0,1,0
business_secret_scanning_push_protection.enable,zjtqn-ogmmdu-98,3WqBgXHo1wRw6NNr,0.0,4,Unknown,nan,Unknown,nan,2,11,4,1,2026,0,40,0.0,1.0,1,0
dependabot_repository_access.repositories_updated,tbyvyy-lcjleiz-10,Xcp6rWsCoIk3ONA9,0.0,4,Unknown,nan,org-vector-signal-953,335117145,2,15,2,2,2026,0,16,0.0,1.0,1,0
git.push,xvdgjre-ebaemnk-72,nan,0.0,0,org-aurora-core-166/worker-summit-972,nan,org-atlas-systems-319,1593959324,4,16,2,3,2026,0,26,0.0,1.0,1,1
repository_secret_scanning_automatic_validity_checks.enabled,qlisu-enzs-17,9Wkuu2qdIdn98p2X,0.0,4,org-aurora-dynamics-657/service-atlas-582,517020557.0,org-atlas-core-539,821035248,3,15,6,2,2026,1,12,0.0,1.0,1,0
org.remove_outside_collaborator,dhtesa-cwwc-70,CVMGWCRBkhiP6khF,0.0,5,Unknown,nan,org-atlas-stack-578,1566292844,2,15,3,1,2026,0,28,0.0,1.0,1,0
user.promote,icmuvzq-dhedzf-72,DnalS0TjTosK6iqN,0.0,4,Unknown,nan,Unknown,nan,2,17,1,1,2026,0,16,0.0,1.0,1,0
dependabot_repository_access.default_access_level_updated,ukfkrcsg-ensv-53,7fSVz8BxfKQLwv1K,0.0,4,Unknown,nan,org-ember-signal-526,646539179,2,0,3,3,2026,0,14,0.0,1.0,1,1
org.update_integration_secret,cjhzs-fzbujds-54,GRKZeRbauozcR0HI,0.0,4,Unknown,nan,org-harbor-logic-936,1623256838,2,14,5,3,2026,1,24,0.0,1.0,1,0
public_key.create,zrcwwa-hvbmn-10,hcGvjZZZgPGJ0bFC,0.0,3,Unknown,nan,Unknown,nan,2,16,2,3,2026,0,17,0.0,1.0,1,0
organization_role.create,hivlro-xsdbq-14,tjbGLlDL7geZ3A1b,0.0,3,Unknown,nan,org-granite-logic-863,606043085,2,7,0,2,2026,0,15,0.0,1.0,1,0
user.minimize_comment,tpouxo-pkvcf-63,gzR4GnVq2oM9D6Qd,0.0,4,Unknown,nan,Unknown,nan,2,16,2,3,2026,0,28,0.0,1.0,1,0
copilot.cfb_seat_assignment_unassigned,fjcgddnk-xbkniju-20,4fcYdLJFTB3dnKHt,0.0,4,Unknown,nan,org-granite-ops-203,487127080,2,15,2,2,2026,0,31,0.0,1.0,1,0
git.fetch,actor_lumen_portal34,nan,0.0,0,org-aurora-core-121/analytics-summit-377,nan,org-atlas-systems-626,357122891,4,16,2,3,2026,0,25,0.0,1.0,1,1
gpg_key.destroy,enhbed-hiyvjaw-23,9DtzWHJTZNpH5H2a,0.0,5,Unknown,nan,Unknown,nan,2,5,2,1,2026,0,19,0.0,1.0,1,1
repository_invitation.reject,ypmipga-tzcer-38,aT7xWnJYgaNa6p8A,0.0,4,org-harbor-forge-491/service-harbor-933,115076734.0,org-aurora-dynamics-709,341722228,2,21,0,2,2026,0,13,0.0,1.0,1,0
copilot.cfb_seat_assignment_created,stiagzwn-ncsmo-67,kZa4vuZORbXTywBL,0.0,3,Unknown,nan,org-summit-works-262,1206872130,2,13,1,2,2026,0,9,0.0,1.0,1,0
integration.transfer,lofsrxft-sghep-70,RqAVuZ6G8GpqPO8I,0.0,7,Unknown,nan,Unknown,nan,2,23,2,1,2026,0,17,0.0,1.0,1,1
git.push,xvdgjre-ebaemnk-72,nan,0.0,0,org-aurora-core-166/worker-summit-972,nan,org-atlas-systems-319,1593959324,4,16,2,3,2026,0,26,0.0,1.0,1,1
user.destroy,vsttc-lyoikha-27,iKAJd0z7IBwgRMFb,0.0,5,Unknown,nan,Unknown,nan,2,13,2,1,2026,0,20,0.0,1.0,1,0
org.audit_log_git_event_export,nnbmvoa-wxfongn-56,cbCfETpqrgoF5nio,0.0,3,Unknown,nan,org-vector-dynamics-824,1406028048,2,18,3,2,2026,0,12,0.0,1.0,1,0
issue_comment.pinned,khveomwb-huozn-58,XrF7pvxjCd3WHlxE,0.0,4,org-quartz-signal-599/api-lumen-854,273187387.0,org-cipher-systems-556,1170393063,2,18,3,2,2026,0,19,0.0,1.0,1,0
environment.update_protection_rule,xmybg-olazgqw-72,k2FqQwj1uJXXOxrY,0.0,0,org-northstar-forge-273/gateway-northstar-252,1211153903.0,org-lumen-works-178,315074587,2,16,1,2,2026,0,22,0.0,1.0,1,1
secret_scanning_closure_request.approve,ixayilwv-hbrg-58,p0sf11fKoWeqD2UF,0.0,4,org-cipher-works-756/orchestrator-summit-585,395707261.0,org-granite-core-159,1674885558,2,14,3,1,2026,0,24,0.0,1.0,1,0
repository_secret_scanning_non_provider_patterns.disabled,gusykd-urnmv-75,57o3WqnZBIEC35xP,0.0,4,org-cipher-dynamics-445/service-delta-153,1478349596.0,org-aurora-logic-911,1725743024,2,16,3,3,2026,0,27,0.0,1.0,1,0
repo.set_workflow_permission_can_approve_pr,sznjzyd-kjfhxof-57,Bx0rUONgs7JIspkM,0.0,4,org-lumen-works-471/engine-lumen-283,1268239196.0,org-summit-systems-936,1633452447,1,16,4,1,2026,0,20,0.0,1.0,1,0
org.remove_actions_secret,yxjhuent-cgiog-18,aHHnwAnRnhub4G9z,0.0,5,Unknown,nan,org-northstar-forge-509,288352144,2,20,5,3,2026,1,33,0.0,1.0,1,0
environment.update_actions_variable,olilbeuf-onavfi-46,LWvtBVZH6MZyaK8D,0.0,4,org-atlas-works-114/sdk-summit-475,1607422762.0,org-aurora-labs-465,542994827,2,16,2,3,2026,0,13,0.0,1.0,1,0
org.runner_group_removed,dzqubez-bdss-97,bxNF5fnovJFr7To8,0.0,5,Unknown,nan,org-lumen-works-119,1246531013,2,1,2,3,2026,0,24,0.0,1.0,1,1
environment.update_actions_secret,mkoaru-uhdwnl-57,DTx00t9HpbToTx6i,0.0,4,org-harbor-platform-765/api-quartz-558,1523116459.0,org-delta-forge-851,102210757,2,16,2,3,2026,0,18,0.0,1.0,1,0
required_status_check.destroy,rrulqqf-xiotal-91,hV4LcKt5WXFamkfZ,0.0,5,org-aurora-core-756/pipeline-delta-154,137423408.0,org-aurora-labs-291,1658075521,2,16,2,3,2026,0,13,0.0,1.0,1,0
user.minimize_comment,tpouxo-pkvcf-63,gzR4GnVq2oM9D6Qd,0.0,4,Unknown,nan,Unknown,nan,2,16,2,3,2026,0,28,0.0,1.0,1,0
org.restore_member,nngtjayk-ywbf-54,ShoRVsuFcb5tSelb,0.0,6,Unknown,nan,org-aurora-signal-405,110190179,2,15,2,1,2026,0,21,0.0,1.0,1,1
